u,v,key,osmid,highway,lanes,oneway,reversed,length,name,tunnel,maxspeed,junction,bridge,access,ref,width,edge_id,label,label_status
277735249,9157539508,0,138407858,residential,,TRUE,FALSE,167.3959511,شارع أحمد بن طولون,,,,,,,,28,,unlabeled
277735249,5966477480,0,151463241,tertiary,1,TRUE,FALSE,128.3811488,شارع الرينبو,,,,,,,,29,0,labeled
278182682,6739847587,0,51270299,primary_link,2,TRUE,FALSE,31.49003719,,,,,,,,,30,,unlabeled
278182682,6440711669,0,717707471,residential,,TRUE,FALSE,35.18628941,شارع محمود العابدي,,,,,,,,31,,unlabeled
278182686,646956718,0,50751333,residential,,FALSE,FALSE,209.6385258,شارع يوسف شويحات,,,,,,,,32,,unlabeled
278182686,646956709,0,151190245,residential,,FALSE,FALSE,263.814026,شارع محمود العابدي,,,,,,,,33,,unlabeled
278182686,6440711669,0,151190245,residential,,FALSE,TRUE,76.13935105,شارع محمود العابدي,,,,,,,,34,,unlabeled
278182686,1640172249,0,"[151190268, 1354896813]",residential,,FALSE,FALSE,62.99391183,شارع الرئاسة,,,,,,,,35,,unlabeled
278182709,1640172241,0,"[688990418, 151327157]",primary,"['2', '3']",TRUE,FALSE,300.0150014,شارع الشريف الحسين بن علي,,,,,,,,36,,unlabeled
278185791,1641234882,0,672213966,tertiary,3,TRUE,FALSE,27.25934183,شارع الجليل,,,,,,,,37,,unlabeled
278185791,1641234901,0,709203138,tertiary,2,FALSE,TRUE,106.9713236,شارع الجليل,,,,,,,,38,,unlabeled
278187897,1641234630,0,691494902,tertiary,1,TRUE,FALSE,130.060244,شارع كفر قاسم,,,,,,,,39,,unlabeled
278187931,1335747546,0,154531330,residential,,FALSE,TRUE,69.99426659,شارع العمرية,,,,,,,,40,,unlabeled
278187931,1641275825,0,674051603,residential,,TRUE,FALSE,105.6719163,شارع العمرية,,,,,,,,41,,unlabeled
278187931,417303164,0,674051605,secondary,2,TRUE,FALSE,107.4380224,شارع أمية بن عبد شمس,,,,,,,,42,,unlabeled
278187934,13137629070,0,1429166182,residential,,FALSE,FALSE,75.02423845,,,,,,,,,43,,unlabeled
278187934,1335747486,0,674051605,secondary,2,TRUE,FALSE,123.987933,شارع أمية بن عبد شمس,,,,,,,,44,,unlabeled
278187936,1641234578,0,118821519,secondary,2,TRUE,FALSE,29.03111987,شارع أمية بن عبد شمس,,,,,,,,45,,unlabeled
278187939,278187936,0,118821519,secondary,2,TRUE,FALSE,389.8330994,شارع أمية بن عبد شمس,,,,,,,,46,,unlabeled
278187940,1641234497,0,118821519,secondary,2,TRUE,FALSE,72.59806492,شارع أمية بن عبد شمس,,,,,,,,47,,unlabeled
278187942,4092030329,0,690212266,tertiary,2,FALSE,FALSE,16.53738684,شارع الرازي,,,,,,,,48,,unlabeled
278187942,1517886849,0,118821510,tertiary,1,TRUE,FALSE,58.03259155,شارع الرازي,,,,,,,,49,,unlabeled
278187995,1634662742,0,151302169,tertiary,2,FALSE,TRUE,57.57851871,شارع صلاح الدين الأيوبي,,,,,,,,50,,unlabeled
278187995,1641234515,0,407166987,tertiary,2,TRUE,FALSE,471.4390729,شارع صلاح الدين الأيوبي,,,,,,,,51,,unlabeled
286991959,286992082,0,151305029,tertiary_link,1,TRUE,FALSE,44.77561068,,,,,,,,,52,,unlabeled
286991959,6294113880,0,151305034,tertiary,2,TRUE,FALSE,37.07367823,شارع مسلم بن الوليد,,,,,,,,53,,unlabeled
286992082,1641275893,0,684665339,tertiary,2,TRUE,FALSE,15.42618434,شارع مسلم بن الوليد,,,,,,,,54,,unlabeled
286992628,1642821621,0,138407864,residential,,FALSE,FALSE,89.91529887,شارع أحمدو بيلو,,,,,,,,55,,unlabeled
286992628,1640172095,0,151190242,primary,3,TRUE,FALSE,23.61559051,الدوار الثاني,,,roundabout,,,,,56,,unlabeled
286992790,1640172092,0,151190242,primary,3,TRUE,FALSE,10.88193943,الدوار الثاني,,,roundabout,,,,,57,,unlabeled
286993074,6440680625,0,97100150,tertiary,2,TRUE,FALSE,33.33608628,شارع عبد المنعم رياض,,,,,,,,58,0,labeled
286993074,286993076,0,151190285,tertiary,3,TRUE,FALSE,38.66832319,الدوار الثالث,,,roundabout,,,,,59,,unlabeled
286993076,1640172120,0,151190285,tertiary,3,TRUE,FALSE,34.29229577,الدوار الثالث,,,roundabout,,,,,60,,unlabeled
316985646,6470969147,0,379524580,primary_link,1,TRUE,FALSE,20.29075617,,,,,,,,,61,,unlabeled
316985646,8892788709,0,"[1432291840, 689755032]",primary,2,TRUE,FALSE,35.74485092,شارع الأمير الحسن,,,,,,,,62,,unlabeled
316985649,267842118,0,150003356,primary,4,FALSE,FALSE,43.71708764,شارع الأمير الحسن,,,,,,,,63,,unlabeled
316985649,13435819595,0,150003356,primary,4,FALSE,TRUE,210.2578942,شارع الأمير الحسن,,,,,,,,64,,unlabeled
316985649,1689209333,0,156701867,residential,,TRUE,FALSE,294.1127638,شارع حذيفة بن اليمان,,,,,,,,65,,unlabeled
316985656,1710385322,0,"[158918262, 158918295]",residential,,FALSE,"[False, True]",192.4202137,,,,,,,,,66,,unlabeled
316985656,6243465974,0,815825723,trunk,3,TRUE,FALSE,341.2536438,شارع الأمير الحسن,,60,,,,,,67,,unlabeled
331530430,6661729634,0,688968076,secondary,4,FALSE,TRUE,69.87766664,شارع الملك الحسين,,,,,,,,68,,unlabeled
331530430,6665953427,0,688968078,secondary,1,TRUE,FALSE,132.6235053,شارع الملك الحسين,,,,,,,,69,,unlabeled
331530430,969351646,0,"[83306179, 709289187, 666812373, 709263643, 709263644]",secondary,2,FALSE,TRUE,385.1103366,,yes,,,yes,,,,70,,unlabeled
332571441,969386646,0,30182435,tertiary,1,TRUE,FALSE,6.406454933,ساحة باريس,,,roundabout,,,,,71,,unlabeled
332571454,6293496713,0,30182435,tertiary,1,TRUE,FALSE,47.62252987,ساحة باريس,,,roundabout,,,,,72,,unlabeled
332571454,332571499,0,151415712,residential,1,TRUE,FALSE,98.05094578,شارع نقولا غنما,,,,,,,,73,1,labeled
332571473,1642111139,0,30182436,tertiary,1,TRUE,FALSE,21.06429256,شارع خارجة الأشجعي,,,,,,,,74,,unlabeled
332571473,332571476,0,30182456,tertiary,1,TRUE,FALSE,74.43163539,شارع كلية الشريعة,,,,,,,,75,,unlabeled
332571476,697379349,0,30182456,tertiary,1,TRUE,FALSE,79.84565157,شارع كلية الشريعة,,,,,,,,76,,unlabeled
332571483,332571484,0,30182456,tertiary,1,TRUE,FALSE,202.6139591,شارع كلية الشريعة,,,,,,,,77,,unlabeled
332571483,1337022291,0,118939669,tertiary,1,TRUE,FALSE,87.89926766,شارع حسين الطراونة,,,,,,,,78,,unlabeled
332571484,1642111096,0,407166984,residential,1,TRUE,FALSE,79.07026922,شارع الفرزدق,,,,,,,,79,,unlabeled
332571484,332571487,0,30182456,tertiary,1,TRUE,FALSE,79.66481962,شارع كلية الشريعة,,,,,,,,80,,unlabeled
332571487,332571496,0,30182456,tertiary,1,TRUE,FALSE,158.2856031,شارع كلية الشريعة,,,,,,,,81,0,labeled
332571487,1642111116,0,407166982,residential,1,TRUE,FALSE,75.05686428,شارع جرير,,,,,,,,82,0,labeled
332571496,332571454,0,30182435,tertiary,1,TRUE,FALSE,30.59399681,ساحة باريس,,,roundabout,,,,,83,,unlabeled
332571499,1642111099,0,151381539,residential,1,TRUE,FALSE,190.5971136,شارع صفي الدين الحلي,,,,,,,,84,,unlabeled
332571499,1642384910,0,151415712,residential,1,TRUE,FALSE,14.18069354,شارع نقولا غنما,,,,,,,,85,,unlabeled
332571532,332571828,0,232966893,tertiary,,FALSE,FALSE,169.185749,شارع ضرار بن الأزور,,,,,,,,86,,unlabeled
332571532,1642384798,0,232966893,tertiary,,FALSE,TRUE,225.8163136,شارع ضرار بن الأزور,,,,,,,,87,,unlabeled
332571549,9050459867,0,480943445,tertiary,1,TRUE,FALSE,27.99848064,شارع أحمد شوقي,,,,,,,,88,,unlabeled
332571549,332571483,0,118939669,tertiary,1,TRUE,FALSE,102.1888815,شارع حسين الطراونة,,,,,,,,89,,unlabeled
332571549,1642111087,0,232966893,tertiary,,FALSE,TRUE,149.6419668,شارع ضرار بن الأزور,,,,,,,,90,,unlabeled
332571564,1642111104,0,480943444,tertiary,1,FALSE,FALSE,54.58962794,شارع خارجة الأشجعي,,,,,,,,91,,unlabeled
332571564,1337022296,0,407166983,tertiary,2,FALSE,TRUE,114.0250251,شارع خارجة الأشجعي,,,,,,,,92,,unlabeled
332571564,332571571,0,674049722,tertiary,,FALSE,TRUE,181.5261467,شارع أحمد شوقي,,,,,,,,93,,unlabeled
332571571,1642111098,0,407155949,residential,,TRUE,FALSE,97.46171828,شارع الكرملي,,,,,,,,94,,unlabeled
332571571,332571575,0,407155970,residential,,FALSE,TRUE,80.37900751,شارع أحمد شوقي,,,,,,,,95,,unlabeled
332571571,332571564,0,674049722,tertiary,,FALSE,FALSE,181.5261467,شارع أحمد شوقي,,,,,,,,96,,unlabeled
332571575,1642111146,0,151381532,residential,1,TRUE,FALSE,187.7444807,شارع عادل زعيتر,,,,,,,,97,,unlabeled
332571575,332571577,0,407155970,residential,,FALSE,TRUE,78.95975113,شارع أحمد شوقي,,,,,,,,98,,unlabeled
332571575,332571571,0,407155970,residential,,FALSE,FALSE,80.37900751,شارع أحمد شوقي,,,,,,,,99,,unlabeled
332571577,1641234462,0,30182447,residential,2,FALSE,TRUE,92.81825295,شارع مؤنس الرزاز,,,,,,,,100,,unlabeled
332571577,332571575,0,407155970,residential,,FALSE,FALSE,78.95975113,شارع أحمد شوقي,,,,,,,,101,,unlabeled
332571577,332571616,0,30182447,residential,2,FALSE,FALSE,87.12249579,شارع مؤنس الرزاز,,,,,,,,102,,unlabeled
332571578,1641234462,0,30182447,residential,2,FALSE,FALSE,82.78971024,شارع مؤنس الرزاز,,,,,,,,103,,unlabeled
332571578,1517886843,0,30182447,residential,2,FALSE,TRUE,87.31947863,شارع مؤنس الرزاز,,,,,,,,104,,unlabeled
332571578,332571584,0,30182438,residential,1,TRUE,FALSE,163.7221378,شارع مرتضى الزبيدي,,,,,,,,105,,unlabeled
332571584,332571591,0,30182440,residential,1,TRUE,FALSE,60.90224777,شارع بيت نوبا,,,,,,,,106,,unlabeled
332571591,332571593,0,673674304,residential,1,TRUE,FALSE,121.6149324,شارع حسني فريز,,,,,,,,107,,unlabeled
332571593,1642111170,0,151381533,residential,,TRUE,FALSE,62.55425756,شارع ابن حزم الأندلسي,,,,,,,,108,,unlabeled
332571593,332571599,0,673674304,residential,1,TRUE,FALSE,47.3065541,شارع حسني فريز,,,,,,,,109,,unlabeled
332571599,332571603,0,673674304,residential,1,TRUE,FALSE,37.23860934,شارع حسني فريز,,,,,,,,110,,unlabeled
332571603,332571647,0,407155954,residential,1,TRUE,FALSE,42.39334749,شارع الأهرام,,,,,,,,111,,unlabeled
332571603,332571607,0,673674304,residential,1,TRUE,FALSE,124.5942445,شارع حسني فريز,,,,,,,,112,,unlabeled
332571607,332571610,0,674049728,residential,1,TRUE,FALSE,35.30879898,شارع محمد طاش,,,,,,,,113,,unlabeled
332571607,1641520117,0,673674304,residential,1,TRUE,FALSE,45.16476696,شارع حسني فريز,,,,,,,,114,,unlabeled
332571610,6660742593,0,30182442,residential,1,FALSE,TRUE,61.08212666,شارع محمد طاش,,,,,,,,115,,unlabeled
332571610,332571577,0,151302179,residential,1,TRUE,FALSE,160.6082754,شارع أحمد شوقي,,,,,,,,116,,unlabeled
332571616,332571577,0,30182447,residential,2,FALSE,TRUE,87.12249579,شارع مؤنس الرزاز,,,,,,,,117,,unlabeled
332571616,1642111098,0,118823950,tertiary,2,FALSE,TRUE,179.9160052,شارع أحمد بن حنبل,,,,,,,,118,,unlabeled
332571616,332571621,0,151327166,tertiary,2,FALSE,FALSE,161.4535796,شارع أحمد بن حنبل,,,,,,,,119,,unlabeled
332571621,6660742593,0,151415714,tertiary,1,TRUE,FALSE,10.53839378,شارع أحمد بن حنبل,,,,,,,,120,,unlabeled
332571621,332571616,0,151327166,tertiary,2,FALSE,TRUE,161.4535796,شارع أحمد بن حنبل,,,,,,,,121,,unlabeled
332571634,332571647,0,151327162,tertiary,1,TRUE,FALSE,38.36282709,شارع الأهرام,,,,,,,,122,,unlabeled
332571647,332571649,0,30182448,tertiary,1,TRUE,FALSE,170.5056041,شارع قدري طوقان,,,,,,,,123,,unlabeled
332571649,1642385034,0,472930788,tertiary,1,TRUE,FALSE,58.30538901,شارع المأمون,,,,,,,,124,,unlabeled
332571649,332571653,0,472930785,tertiary,2,FALSE,TRUE,55.12928514,شارع المأمون,,,,,,,,125,,unlabeled
332571653,332571649,0,472930785,tertiary,2,FALSE,FALSE,55.12928514,شارع المأمون,,,,,,,,126,,unlabeled
332571653,1641275816,0,666813051,tertiary,2,FALSE,FALSE,21.02811077,شارع المأمون,,,,,,,,127,,unlabeled
332571661,3410328860,0,118821489,secondary,3,TRUE,FALSE,98.53456529,شارع سليمان النابلسي,,,,,,,,128,,unlabeled
332571754,1642111098,0,118823950,tertiary,2,FALSE,FALSE,29.69223246,شارع أحمد بن حنبل,,,,,,,,129,,unlabeled
332571754,332571762,0,30182450,tertiary,1,TRUE,FALSE,167.195105,شارع ضرار بن الأزور,,,,,,,,130,,unlabeled
332571754,1337022473,0,"[118823950, 118823951]",tertiary,2,FALSE,TRUE,314.9381508,شارع أحمد بن حنبل,,,,,,,,131,,unlabeled
332571762,1642111104,0,480943444,tertiary,1,FALSE,TRUE,27.62842948,شارع خارجة الأشجعي,,,,,,,,132,,unlabeled
332571762,3255919336,0,672220246,residential,,FALSE,FALSE,51.20709603,شارع خارجة الأشجعي,,,,,,,,133,,unlabeled
332571762,9050459862,0,30182450,tertiary,1,TRUE,FALSE,190.9246245,شارع ضرار بن الأزور,,,,,,,,134,,unlabeled
332571777,332571786,0,30182460,tertiary,2,FALSE,FALSE,114.7996777,,,,,,,,,135,,unlabeled
332571777,9045132251,0,688421498,tertiary,1,TRUE,FALSE,22.96305412,شارع محمد علي العجلوني,,,,,,,,136,,unlabeled
332571786,332571795,0,30182460,tertiary,2,FALSE,FALSE,106.4519114,,,,,,,,,137,,unlabeled
332571786,332571777,0,30182460,tertiary,2,FALSE,TRUE,114.7996777,,,,,,,,,138,,unlabeled
332571786,332571873,0,527486957,residential,,FALSE,TRUE,102.4001753,شارع عبد المحسن الكاظمي,,30,,,,,,139,,unlabeled
332571795,332571801,0,30182460,tertiary,2,FALSE,FALSE,99.56459196,,,,,,,,,140,,unlabeled
332571795,332571786,0,30182460,tertiary,2,FALSE,TRUE,106.4519114,,,,,,,,,141,,unlabeled
332571795,5223262758,0,539850292,residential,,FALSE,FALSE,82.49983853,شارع جمال الدين القاسمي,,,,,,,,142,,unlabeled
332571801,6759850749,0,30182460,tertiary,2,FALSE,FALSE,112.5654988,,,,,,,,,143,,unlabeled
332571801,332571795,0,30182460,tertiary,2,FALSE,TRUE,99.56459196,,,,,,,,,144,,unlabeled
332571813,332571532,0,30182454,residential,1,TRUE,FALSE,165.2191834,شارع محمد الشريقي,,,,,,,,145,,unlabeled
332571813,1642384903,0,151415709,residential,,TRUE,FALSE,28.80266634,شارع محمد إقبال,,,,,,,,146,,unlabeled
332571828,1642111080,0,30182453,residential,1,FALSE,FALSE,56.76054204,شارع حافظ إبراهيم,,,,,,,,147,,unlabeled
332571828,1642111087,0,232966893,tertiary,,FALSE,FALSE,96.40519906,شارع ضرار بن الأزور,,,,,,,,148,,unlabeled
332571828,332571532,0,232966893,tertiary,,FALSE,TRUE,169.185749,شارع ضرار بن الأزور,,,,,,,,149,,unlabeled
332571831,332571473,0,30182436,tertiary,1,TRUE,FALSE,39.11252798,شارع خارجة الأشجعي,,,,,,,,150,,unlabeled
332571831,4230383200,0,30182457,residential,1,TRUE,FALSE,68.76994287,شارع إبراهيم طوقان,,,,,,,,151,,unlabeled
332571849,332571851,0,30182457,residential,1,TRUE,FALSE,96.67536057,شارع إبراهيم طوقان,,,,,,,,152,,unlabeled
332571851,332571856,0,118939676,residential,1,TRUE,FALSE,97.88139508,شارع إبراهيم طوقان,,,,,,,,153,,unlabeled
332571851,1337022291,0,480943443,residential,,FALSE,FALSE,68.05218506,شارع حسين الطراونة,,,,,,,,154,,unlabeled
332571856,332571861,0,118939676,residential,1,TRUE,FALSE,100.0685478,شارع إبراهيم طوقان,,,,,,,,155,,unlabeled
332571861,332571864,0,118939676,residential,1,TRUE,FALSE,21.9668146,شارع إبراهيم طوقان,,,,,,,,156,,unlabeled
332571861,6312383940,0,320256305,residential,,FALSE,FALSE,80.70344898,شارع الفرزدق,,,,,,,,157,,unlabeled
332571864,332571801,0,30182458,residential,1,TRUE,FALSE,139.0217673,شارع إبراهيم طوقان,,,,,,,,158,,unlabeled
332571864,332571873,0,320254234,residential,1,TRUE,FALSE,158.1388636,شارع إبراهيم طوقان,,,,,,,,159,,unlabeled
332571873,1642111131,0,151381535,residential,1,TRUE,FALSE,54.47325774,شارع ابن طفيل,,,,,,,,160,,unlabeled
332571873,332571786,0,527486957,residential,,FALSE,FALSE,102.4001753,شارع عبد المحسن الكاظمي,,30,,,,,,161,,unlabeled
332572834,6666414561,0,"[689704196, 672171567]",primary,3,TRUE,FALSE,19.12432497,"['شارع الأميرة بسمة', 'شارع عبد المنعم رياض']",,60,,,,,,162,,unlabeled
332572834,6431531833,0,689724291,primary,3,TRUE,FALSE,42.95982635,شارع علي بن أبي طالب,,50,,,,,,163,,unlabeled
332572834,10978308272,0,1382210071,busway,,FALSE,FALSE,108.1787619,Bus Rapid Transport,,,,,no,,,164,,unlabeled
332572834,6431488986,0,1382210071,busway,,FALSE,TRUE,841.7476871,Bus Rapid Transport,,,,,no,,,165,,unlabeled
332572836,1896076165,0,689724292,primary,4,TRUE,FALSE,11.81354764,شارع علي بن أبي طالب,,50,,,,,,166,,unlabeled
332572836,1685279841,0,156268228,tertiary,2,FALSE,FALSE,63.51309823,,,,,,,,,167,,unlabeled
332572851,1692327126,0,379524736,primary,3,TRUE,FALSE,90.99891253,شارع قريش,,,,,,,,168,,unlabeled
332572851,1641033504,0,407133411,residential,,TRUE,FALSE,48.9492863,شارع أسد الدين شيركوه,,,,,,,,169,,unlabeled
332572853,4091989682,0,156996465,residential,,TRUE,FALSE,46.30708981,شارع علاء الدين طوقان,,,,,,,,170,,unlabeled
332572853,1641033510,0,379524736,primary,3,TRUE,FALSE,81.77773631,شارع قريش,,,,,,,,171,,unlabeled
332572854,6804856434,0,379524736,primary,3,TRUE,FALSE,141.7984189,شارع قريش,,,,,,,,172,0,labeled
332572858,332572861,0,30182605,primary_link,1,TRUE,FALSE,39.36967902,,,,,,,,,173,,unlabeled
332572858,6473315143,0,150594145,primary,3,TRUE,FALSE,29.93722366,شارع الهاشمي,,,,,,,,174,,unlabeled
332572861,6665377157,0,818388584,primary,3,TRUE,FALSE,112.4906575,شارع الهاشمي,,,,,,,,175,0,labeled
332576102,277734654,0,"[150570297, 150570309, 150570287]",trunk_link,2,TRUE,FALSE,313.4450625,,,,,yes,,,,176,,unlabeled
332576103,6670700894,0,151283752,trunk,2,TRUE,FALSE,52.7672876,شارع الجيش,,,,,,,,177,,unlabeled
332576103,332576102,0,30183030,trunk_link,2,TRUE,FALSE,107.6358533,,,,,,,,,178,,unlabeled
332576132,6647508469,0,674235699,secondary,2,TRUE,FALSE,4.294828603,شارع عرار,,,,,,,,179,,unlabeled
332576132,6456323002,0,"[151327153, 688456050]",secondary,2,FALSE,TRUE,636.7786703,شارع عرار,,,,,,,,180,,unlabeled
364775706,6647572818,0,674039798,tertiary,1,TRUE,FALSE,158.6992586,شارع 9 شعبان,,,,,,,,181,,unlabeled
364775711,1642821644,0,151463262,residential,,TRUE,FALSE,825.9369705,شارع المعتصم,,,,,,,,182,,unlabeled
364775711,364775706,0,674039798,tertiary,1,TRUE,FALSE,150.730764,شارع 9 شعبان,,,,,,,,183,,unlabeled
364775715,1642821435,0,151463249,residential,,TRUE,FALSE,66.85870005,شارع ناصيف معلوف,,,,,,,,184,,unlabeled
364775715,364775711,0,674039798,tertiary,1,TRUE,FALSE,97.4753165,شارع 9 شعبان,,,,,,,,185,,unlabeled
364775715,364775716,0,1015856340,tertiary,1,FALSE,TRUE,42.63788604,شارع 9 شعبان,,,,,,,,186,,unlabeled
364775716,6479014351,0,691285977,tertiary,2,FALSE,TRUE,66.74391244,شارع 9 شعبان,,,,,,,,187,,unlabeled
364775716,364775715,0,1015856340,tertiary,1,FALSE,FALSE,42.63788604,شارع 9 شعبان,,,,,,,,188,,unlabeled
417303161,6294928477,0,55498276,tertiary,2,FALSE,FALSE,33.83524044,شارع الرازي,,,,,,,,189,,unlabeled
417303161,1641234828,0,55498276,tertiary,2,FALSE,TRUE,39.22180487,شارع الرازي,,,,,,,,190,,unlabeled
417303163,417303161,0,35606465,residential,,TRUE,FALSE,69.59959114,شارع عقربة,,,,,,,,191,,unlabeled
417303163,1335747546,0,118821516,residential,,TRUE,FALSE,137.3225874,شارع مروان الثاني,,,,,yes,,,192,,unlabeled
417303164,6294857701,0,674051605,secondary,2,TRUE,FALSE,43.72652272,شارع أمية بن عبد شمس,,,,,,,,193,,unlabeled
417303164,417303163,0,35606465,residential,,TRUE,FALSE,54.21757801,شارع عقربة,,,,,,,,194,,unlabeled
417303198,1335747475,0,118821499,tertiary,1,TRUE,FALSE,82.19838566,شارع اللد,,,,,,,,195,,unlabeled
417303198,417303202,0,154531322,residential,,FALSE,TRUE,167.5927019,شارع غزة,,,,,,,,196,,unlabeled
417303198,1670598675,0,378286933,residential,,TRUE,FALSE,64.55294421,شارع عباس الخليلي,,,,,,,,197,,unlabeled
417303202,417303203,0,378286928,residential,,FALSE,FALSE,90.24896675,شارع الشيخ مؤنس,,,,,,,,198,,unlabeled
417303202,417303198,0,154531322,residential,,FALSE,FALSE,167.5927019,شارع غزة,,,,,,,,199,,unlabeled
417303202,6459662771,0,154531322,residential,,FALSE,TRUE,144.8449772,شارع غزة,,,,,,,,200,,unlabeled
417303203,6294928477,0,55498276,tertiary,2,FALSE,TRUE,36.87346544,شارع الرازي,,,,,,,,201,,unlabeled
417303203,417303202,0,378286928,residential,,FALSE,TRUE,90.24896675,شارع الشيخ مؤنس,,,,,,,,202,,unlabeled
417303203,529783620,0,55498276,tertiary,2,FALSE,FALSE,196.4353208,شارع الرازي,,,,,,,,203,,unlabeled
417303374,417303400,0,35606500,tertiary,2,FALSE,TRUE,170.5862356,شارع نابلس,,,,,,,,204,,unlabeled
417303374,1678854104,0,672130226,tertiary,2,FALSE,FALSE,167.7063022,شارع نابلس,,,,,,,,205,,unlabeled
417303374,417303378,0,674070656,residential,,FALSE,FALSE,76.5985217,شارع الجريشة,,,,,,,,206,,unlabeled
417303378,3816877880,0,35606501,residential,,FALSE,FALSE,52.78379832,شارع أبو عبيدة الجراح,,,,,,,,207,,unlabeled
417303378,6460035273,0,35606501,residential,,FALSE,TRUE,74.18814073,شارع أبو عبيدة الجراح,,,,,,,,208,,unlabeled
417303378,417303374,0,674070656,residential,,FALSE,TRUE,76.5985217,شارع الجريشة,,,,,,,,209,,unlabeled
417303384,6661700774,0,684665340,tertiary,1,TRUE,FALSE,19.50101111,شارع خالد بن الوليد,,,,,,,,210,,unlabeled
417303384,6661700773,0,708956343,tertiary,1,TRUE,FALSE,26.39005827,شارع نابلس,,,,,,,,211,,unlabeled
417303389,6661700773,0,35606500,tertiary,2,FALSE,TRUE,65.1006304,شارع نابلس,,,,,,,,212,,unlabeled
417303389,1678854021,0,155489809,residential,,FALSE,TRUE,41.31603254,شارع الكرمل,,,,,,,,213,,unlabeled
417303389,1678853975,0,674070655,residential,,TRUE,FALSE,82.19992542,شارع الكرمل,,,,,,,,214,,unlabeled
417303389,417303391,0,35606500,tertiary,2,FALSE,FALSE,53.48097956,شارع نابلس,,,,,,,,215,,unlabeled
